學校代碼,學校名稱,日間∕進修別,等級別,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別,學年度,總計,男生計,女生計,一年級男,一年級女,二年級男,二年級女,三年級男,三年級女,四年級男,四年級女,五年級男,五年級女,六年級男,六年級女,七年級男,七年級女,延修生男,延修生女,華語先修生男,華語先修生女,city_name,sector
1032,明新科技大學,D 日,2 二專,,,,,,,,,,,,,,,,,04 新竹縣,2 技職,107,8.0,7.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,新竹縣,私立
1032,明新科技大學,N 修,2 二專,,,,,,,,,,,,,,,,,04 新竹縣,2 技職,107,43.0,23.0,20.0,17.0,12.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,,新竹縣,私立
1033,長榮大學,D 日,D 博士,,,,,,,,,,,,,,,,,11 臺南市,1 一般,107,37.0,26.0,11.0,5.0,3.0,7.0,1.0,5.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,,,臺南市,私立
1033,長榮大學,D 日,M 碩士,,,,,,,,,,,,,,,,,11 臺南市,1 一般,107,379.0,149.0,230.0,57.0,83.0,42.0,56.0,26.0,43.0,24.0,45.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,臺南市,私立
1033,長榮大學,N 職,M 碩士,,,,,,,,,,,,,,,,,11 臺南市,1 一般,107,94.0,39.0,55.0,15.0,20.0,10.0,14.0,6.0,5.0,3.0,8.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,,臺南市,私立
1033,長榮大學,D 日,B 學士,,,,,,,,,,,,,,,,,11 臺南市,1 一般,107,8210.0,3594.0,4616.0,766.0,1206.0,781.0,958.0,791.0,1113.0,1014.0,1204.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,135.0,,,臺南市,私立
1033,長榮大學,P 進,B 學士,,,,,,,,,,,,,,,,,11 臺南市,1 一般,107,539.0,314.0,225.0,142.0,125.0,56.0,17.0,57.0,40.0,39.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6.0,,,臺南市,私立
1034,弘光科技大學,D 日,D 博士,,,,,,,,,,,,,,,,,06 臺中市,2 技職,107,10.0,1.0,9.0,0.0,3.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,臺中市,私立
1034,弘光科技大學,D 日,M 碩士,,,,,,,,,,,,,,,,,06 臺中市,2 技職,107,194.0,55.0,139.0,21.0,48.0,27.0,51.0,7.0,27.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,臺中市,私立
1034,弘光科技大學,N 職,M 碩士,,,,,,,,,,,,,,,,,06 臺中市,2 技職,107,98.0,24.0,74.0,12.0,23.0,6.0,19.0,5.0,18.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,臺中市,私立
1034,弘光科技大學,D 日,B 四技,,,,,,,,,,,,,,,,,06 臺中市,2 技職,107,7363.0,2726.0,4637.0,655.0,1171.0,641.0,1137.0,651.0,1153.0,646.0,1049.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,127.0,,,臺中市,私立
1034,弘光科技大學,N 修,B 四技,,,,,,,,,,,,,,,,,06 臺中市,2 技職,107,3317.0,1460.0,1857.0,398.0,505.0,343.0,406.0,321.0,415.0,284.0,407.0,13.0,23.0,0.0,0.0,0.0,0.0,101.0,101.0,,,臺中市,私立
1034,弘光科技大學,D 日,C 二技,,,,,,,,,,,,,,,,,06 臺中市,2 技職,107,704.0,26.0,678.0,0.0,0.0,0.0,0.0,14.0,342.0,12.0,335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,臺中市,私立
1034,弘光科技大學,N 修,C 二技,,,,,,,,,,,,,,,,,06 臺中市,2 技職,107,860.0,48.0,812.0,0.0,0.0,0.0,0.0,23.0,326.0,14.0,275.0,10.0,203.0,0.0,0.0,0.0,0.0,1.0,8.0,,,臺中市,私立
1034,弘光科技大學,N 修,2 二專,,,,,,,,,,,,,,,,,06 臺中市,2 技職,107,160.0,28.0,132.0,19.0,66.0,9.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,臺中市,私立
1034,弘光科技大學,D 日,5 五專,,,,,,,,,,,,,,,,,06 臺中市,2 技職,107,265.0,23.0,242.0,10.0,44.0,3.0,49.0,3.0,49.0,4.0,47.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,3.0,,,臺中市,私立
1035,中國醫藥大學,D 日,D 博士,,,,,,,,,,,,,,,,,19 臺中市,1 一般,107,385.0,227.0,158.0,51.0,35.0,45.0,28.0,46.0,29.0,25.0,26.0,24.0,16.0,24.0,14.0,12.0,10.0,0.0,0.0,,,臺中市,私立
1035,中國醫藥大學,D 日,M 碩士,,,,,,,,,,,,,,,,,19 臺中市,1 一般,107,508.0,203.0,305.0,95.0,138.0,83.0,124.0,21.0,35.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,臺中市,私立
1035,中國醫藥大學,N 職,M 碩士,,,,,,,,,,,,,,,,,19 臺中市,1 一般,107,74.0,27.0,47.0,14.0,28.0,11.0,14.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,臺中市,私立
1035,中國醫藥大學,D 日,B 學士,,,,,,,,,,,,,,,,,19 臺中市,1 一般,107,6420.0,2866.0,3554.0,515.0,725.0,519.0,736.0,550.0,740.0,528.0,716.0,342.0,306.0,171.0,140.0,172.0,126.0,69.0,65.0,,,臺中市,私立
1035,中國醫藥大學,N 修,C 二技,,,,,,,,,,,,,,,,,19 臺中市,2 技職,107,38.0,5.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,,,臺中市,私立
1036,健行科技大學,D 日,M 碩士,,,,,,,,,,,,,,,,,03 桃園市,2 技職,107,296.0,207.0,89.0,123.0,56.0,39.0,18.0,15.0,11.0,30.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,桃園市,私立
1036,健行科技大學,N 職,M 碩士,,,,,,,,,,,,,,,,,03 桃園市,2 技職,107,55.0,34.0,21.0,23.0,17.0,2.0,1.0,7.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,桃園市,私立
1036,健行科技大學,D 日,B 四技,,,,,,,,,,,,,,,,,03 桃園市,2 技職,107,7159.0,4676.0,2483.0,1470.0,704.0,1031.0,547.0,881.0,523.0,1028.0,619.0,0.0,0.0,0.0,0.0,0.0,0.0,266.0,90.0,,,桃園市,私立
1036,健行科技大學,N 修,B 四技,,,,,,,,,,,,,,,,,03 桃園市,2 技職,107,3598.0,2343.0,1255.0,730.0,398.0,646.0,316.0,436.0,210.0,425.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,46.0,,,桃園市,私立
1036,健行科技大學,D 日,C 二技,,,,,,,,,,,,,,,,,03 桃園市,2 技職,107,69.0,27.0,42.0,0.0,0.0,0.0,0.0,7.0,15.0,16.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,,,桃園市,私立
1036,健行科技大學,N 修,C 二技,,,,,,,,,,,,,,,,,03 桃園市,2 技職,107,130.0,56.0,74.0,0.0,0.0,0.0,0.0,36.0,39.0,18.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,,桃園市,私立
1036,健行科技大學,D 日,5 五專,,,,,,,,,,,,,,,,,03 桃園市,2 技職,107,26.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,桃園市,私立
1037,正修科技大學,D 日,D 博士,,,,,,,,,,,,,,,,,12 高雄市,2 技職,107,12.0,12.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,高雄市,私立
1037,正修科技大學,D 日,M 碩士,,,,,,,,,,,,,,,,,12 高雄市,2 技職,107,349.0,204.0,145.0,86.0,72.0,89.0,57.0,22.0,10.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,高雄市,私立
1037,正修科技大學,N 職,M 碩士,,,,,,,,,,,,,,,,,12 高雄市,2 技職,107,210.0,131.0,79.0,74.0,43.0,51.0,33.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,高雄市,私立
1037,正修科技大學,D 日,B 四技,,,,,,,,,,,,,,,,,12 高雄市,2 技職,107,8959.0,5200.0,3759.0,1431.0,962.0,1194.0,898.0,1173.0,882.0,1200.0,954.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,63.0,,,高雄市,私立
1037,正修科技大學,N 修,B 四技,,,,,,,,,,,,,,,,,12 高雄市,2 技職,107,5322.0,3405.0,1917.0,958.0,509.0,692.0,422.0,726.0,420.0,761.0,459.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0,107.0,,,高雄市,私立
1037,正修科技大學,N 修,C 二技,,,,,,,,,,,,,,,,,12 高雄市,2 技職,107,1707.0,841.0,866.0,0.0,0.0,0.0,0.0,549.0,484.0,285.0,370.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,,,高雄市,私立
1037,正修科技大學,N 修,2 二專,,,,,,,,,,,,,,,,,12 高雄市,2 技職,107,314.0,239.0,75.0,139.0,46.0,100.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,高雄市,私立
1037,正修科技大學,D 日,5 五專,,,,,,,,,,,,,,,,,12 高雄市,2 技職,107,66.0,51.0,15.0,51.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,高雄市,私立
1038,萬能科技大學,D 日,M 碩士,,,,,,,,,,,,,,,,,03 桃園市,2 技職,107,144.0,72.0,72.0,30.0,26.0,25.0,31.0,10.0,9.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,桃園市,私立
1038,萬能科技大學,N 職,M 碩士,,,,,,,,,,,,,,,,,03 桃園市,2 技職,107,121.0,49.0,72.0,29.0,63.0,18.0,8.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,桃園市,私立
1038,萬能科技大學,D 日,B 四技,,,,,,,,,,,,,,,,,03 桃園市,2 技職,107,6270.0,3360.0,2910.0,1000.0,842.0,820.0,664.0,689.0,658.0,678.0,673.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,73.0,,,桃園市,私立
1038,萬能科技大學,N 修,B 四技,,,,,,,,,,,,,,,,,03 桃園市,2 技職,107,3360.0,1852.0,1508.0,578.0,426.0,479.0,361.0,458.0,410.0,284.0,279.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,32.0,,,桃園市,私立
1038,萬能科技大學,N 修,C 二技,,,,,,,,,,,,,,,,,03 桃園市,2 技職,107,485.0,248.0,237.0,0.0,0.0,0.0,0.0,206.0,176.0,39.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,,,桃園市,私立
1039,玄奘大學,D 日,D 博士,,,,,,,,,,,,,,,,,18 新竹市,1 一般,107,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,,,新竹市,私立
1039,玄奘大學,D 日,M 碩士,,,,,,,,,,,,,,,,,18 新竹市,1 一般,107,290.0,116.0,174.0,36.0,66.0,33.0,38.0,26.0,40.0,21.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,新竹市,私立
1039,玄奘大學,N 職,M 碩士,,,,,,,,,,,,,,,,,18 新竹市,1 一般,107,172.0,62.0,110.0,13.0,27.0,21.0,33.0,15.0,24.0,6.0,18.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,,新竹市,私立
1039,玄奘大學,D 日,B 學士,,,,,,,,,,,,,,,,,18 新竹市,1 一般,107,2859.0,1186.0,1673.0,194.0,334.0,251.0,334.0,252.0,404.0,370.0,539.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,62.0,,,新竹市,私立
1039,玄奘大學,P 進,B 學士,,,,,,,,,,,,,,,,,18 新竹市,1 一般,107,348.0,141.0,207.0,37.0,53.0,13.0,24.0,27.0,42.0,39.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,23.0,,,新竹市,私立
1040,建國科技大學,D 日,M 碩士,,,,,,,,,,,,,,,,,07 彰化縣,2 技職,107,168.0,94.0,74.0,42.0,39.0,35.0,22.0,10.0,6.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,彰化縣,私立
1040,建國科技大學,D 日,B 四技,,,,,,,,,,,,,,,,,07 彰化縣,2 技職,107,5204.0,3378.0,1826.0,985.0,473.0,641.0,381.0,734.0,383.0,890.0,528.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,61.0,,,彰化縣,私立
1040,建國科技大學,N 修,B 四技,,,,,,,,,,,,,,,,,07 彰化縣,2 技職,107,1931.0,1426.0,505.0,450.0,165.0,376.0,113.0,339.0,122.0,221.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,9.0,,,彰化縣,私立
1040,建國科技大學,D 日,C 二技,,,,,,,,,,,,,,,,,07 彰化縣,2 技職,107,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,彰化縣,私立
1040,建國科技大學,N 修,C 二技,,,,,,,,,,,,,,,,,07 彰化縣,2 技職,107,241.0,171.0,70.0,0.0,0.0,0.0,0.0,92.0,36.0,78.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,,彰化縣,私立
1041,明志科技大學,D 日,D 博士,,,,,,,,,,,,,,,,,01 新北市,2 技職,107,14.0,12.0,2.0,8.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,新北市,私立
1041,明志科技大學,D 日,M 碩士,,,,,,,,,,,,,,,,,01 新北市,2 技職,107,439.0,314.0,125.0,137.0,58.0,120.0,52.0,34.0,10.0,23.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,新北市,私立
1041,明志科技大學,N 職,M 碩士,,,,,,,,,,,,,,,,,01 新北市,2 技職,107,35.0,27.0,8.0,8.0,6.0,6.0,1.0,8.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,新北市,私立
1041,明志科技大學,D 日,B 四技,,,,,,,,,,,,,,,,,01 新北市,2 技職,107,3587.0,2580.0,1007.0,658.0,241.0,622.0,247.0,592.0,246.0,602.0,259.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,14.0,,,新北市,私立
1041,明志科技大學,N 修,B 四技,,,,,,,,,,,,,,,,,01 新北市,2 技職,107,483.0,394.0,89.0,130.0,5.0,113.0,16.0,73.0,34.0,49.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,5.0,,,新北市,私立
1041,明志科技大學,N 修,C 二技,,,,,,,,,,,,,,,,,01 新北市,2 技職,107,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,新北市,私立
1042,高苑科技大學,D 日,M 碩士,,,,,,,,,,,,,,,,,12 高雄市,2 技職,107,98.0,74.0,24.0,25.0,12.0,30.0,8.0,14.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,高雄市,私立
1042,高苑科技大學,N 職,M 碩士,,,,,,,,,,,,,,,,,12 高雄市,2 技職,107,180.0,124.0,56.0,69.0,35.0,38.0,16.0,14.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,高雄市,私立
1042,高苑科技大學,D 日,B 四技,,,,,,,,,,,,,,,,,12 高雄市,2 技職,107,3067.0,2257.0,810.0,626.0,202.0,306.0,107.0,492.0,171.0,715.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,36.0,,,高雄市,私立
1042,高苑科技大學,N 修,B 四技,,,,,,,,,,,,,,,,,12 高雄市,2 技職,107,1347.0,986.0,361.0,192.0,60.0,225.0,58.0,255.0,90.0,255.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,17.0,,,高雄市,私立
1043,大仁科技大學,D 日,M 碩士,,,,,,,,,,,,,,,,,13 屏東縣,2 技職,107,66.0,36.0,30.0,28.0,20.0,4.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,屏東縣,私立
1043,大仁科技大學,N 職,M 碩士,,,,,,,,,,,,,,,,,13 屏東縣,2 技職,107,130.0,60.0,70.0,45.0,56.0,13.0,13.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,屏東縣,私立
1043,大仁科技大學,D 日,B 四技,,,,,,,,,,,,,,,,,13 屏東縣,2 技職,107,4237.0,2000.0,2237.0,456.0,488.0,414.0,462.0,423.0,494.0,525.0,615.0,83.0,121.0,0.0,0.0,0.0,0.0,99.0,57.0,,,屏東縣,私立
1043,大仁科技大學,N 修,B 四技,,,,,,,,,,,,,,,,,13 屏東縣,2 技職,107,543.0,315.0,228.0,71.0,38.0,65.0,53.0,73.0,65.0,86.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9.0,,,屏東縣,私立
1043,大仁科技大學,D 日,C 二技,,,,,,,,,,,,,,,,,13 屏東縣,2 技職,107,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,屏東縣,私立
1043,大仁科技大學,N 修,C 二技,,,,,,,,,,,,,,,,,13 屏東縣,2 技職,107,1283.0,373.0,910.0,0.0,0.0,0.0,0.0,231.0,605.0,136.0,277.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,28.0,,,屏東縣,私立
1044,聖約翰科技大學,D 日,M 碩士,,,,,,,,,,,,,,,,,01 新北市,2 技職,107,139.0,116.0,23.0,33.0,11.0,44.0,11.0,20.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,新北市,私立
1044,聖約翰科技大學,N 職,M 碩士,,,,,,,,,,,,,,,,,01 新北市,2 技職,107,76.0,57.0,19.0,37.0,13.0,16.0,5.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,新北市,私立
1044,聖約翰科技大學,D 日,B 四技,,,,,,,,,,,,,,,,,01 新北市,2 技職,107,2979.0,2038.0,941.0,413.0,195.0,353.0,200.0,519.0,203.0,608.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,53.0,,,新北市,私立
1044,聖約翰科技大學,N 修,B 四技,,,,,,,,,,,,,,,,,01 新北市,2 技職,107,285.0,203.0,82.0,147.0,49.0,5.0,3.0,26.0,11.0,14.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,,,新北市,私立
1044,聖約翰科技大學,D 日,C 二技,,,,,,,,,,,,,,,,,01 新北市,2 技職,107,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,新北市,私立
1044,聖約翰科技大學,D 日,5 五專,,,,,,,,,,,,,,,,,01 新北市,2 技職,107,327.0,246.0,81.0,53.0,13.0,60.0,16.0,71.0,26.0,62.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,新北市,私立
1045,嶺東科技大學,D 日,M 碩士,,,,,,,,,,,,,,,,,19 臺中市,2 技職,107,231.0,108.0,123.0,57.0,58.0,35.0,38.0,14.0,19.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,臺中市,私立
1045,嶺東科技大學,N 職,M 碩士,,,,,,,,,,,,,,,,,19 臺中市,2 技職,107,146.0,98.0,48.0,58.0,29.0,37.0,18.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,臺中市,私立
1045,嶺東科技大學,D 日,B 四技,,,,,,,,,,,,,,,,,19 臺中市,2 技職,107,7276.0,2793.0,4483.0,669.0,1164.0,650.0,1153.0,695.0,1053.0,660.0,1039.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,74.0,,,臺中市,私立
1045,嶺東科技大學,N 修,B 四技,,,,,,,,,,,,,,,,,19 臺中市,2 技職,107,2679.0,1386.0,1293.0,430.0,373.0,314.0,273.0,278.0,306.0,266.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,53.0,,,臺中市,私立
1045,嶺東科技大學,D 日,C 二技,,,,,,,,,,,,,,,,,19 臺中市,2 技職,107,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,臺中市,私立
1046,中國科技大學,D 日,M 碩士,,,,,,,,,,,,,,,,,30 臺北市,2 技職,107,156.0,92.0,64.0,37.0,28.0,32.0,30.0,15.0,3.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,臺北市,私立
1046,中國科技大學,N 職,M 碩士,,,,,,,,,,,,,,,,,30 臺北市,2 技職,107,76.0,58.0,18.0,34.0,8.0,20.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,臺北市,私立
1046,中國科技大學,D 日,B 四技,,,,,,,,,,,,,,,,,30 臺北市,2 技職,107,7977.0,3490.0,4487.0,776.0,965.0,792.0,941.0,857.0,1171.0,876.0,1268.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,142.0,,,臺北市,私立
1046,中國科技大學,N 修,B 四技,,,,,,,,,,,,,,,,,30 臺北市,2 技職,107,1624.0,880.0,744.0,184.0,129.0,184.0,116.0,207.0,193.0,241.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,73.0,,,臺北市,私立
1046,中國科技大學,N 修,C 二技,,,,,,,,,,,,,,,,,30 臺北市,2 技職,107,54.0,46.0,8.0,0.0,0.0,0.0,0.0,46.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,臺北市,私立
1046,中國科技大學,N 修,X 4+X,,,,,,,,,,,,,,,,,30 臺北市,2 技職,107,61.0,22.0,39.0,13.0,30.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,,臺北市,私立
1046,中國科技大學,N 修,2 二專,,,,,,,,,,,,,,,,,30 臺北市,2 技職,107,24.0,23.0,1.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,臺北市,私立
1047,中臺科技大學,D 日,D 博士,,,,,,,,,,,,,,,,,19 臺中市,2 技職,107,17.0,14.0,3.0,2.0,1.0,3.0,1.0,4.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,,臺中市,私立
1047,中臺科技大學,D 日,M 碩士,,,,,,,,,,,,,,,,,19 臺中市,2 技職,107,110.0,35.0,75.0,12.0,28.0,13.0,29.0,9.0,10.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,臺中市,私立
1047,中臺科技大學,N 職,M 碩士,,,,,,,,,,,,,,,,,19 臺中市,2 技職,107,304.0,62.0,242.0,29.0,86.0,24.0,79.0,4.0,42.0,5.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,臺中市,私立
1047,中臺科技大學,D 日,B 四技,,,,,,,,,,,,,,,,,19 臺中市,2 技職,107,5144.0,2081.0,3063.0,508.0,778.0,451.0,692.0,508.0,700.0,486.0,760.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,133.0,,,臺中市,私立
1047,中臺科技大學,N 修,B 四技,,,,,,,,,,,,,,,,,19 臺中市,2 技職,107,1639.0,587.0,1052.0,173.0,281.0,124.0,221.0,123.0,249.0,115.0,186.0,14.0,55.0,0.0,0.0,0.0,0.0,38.0,60.0,,,臺中市,私立
1047,中臺科技大學,D 日,C 二技,,,,,,,,,,,,,,,,,19 臺中市,2 技職,107,466.0,74.0,392.0,0.0,0.0,0.0,0.0,37.0,188.0,36.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,,,臺中市,私立
1047,中臺科技大學,N 修,C 二技,,,,,,,,,,,,,,,,,19 臺中市,2 技職,107,978.0,124.0,854.0,0.0,0.0,0.0,0.0,38.0,312.0,36.0,253.0,47.0,281.0,0.0,0.0,0.0,0.0,3.0,8.0,,,臺中市,私立
1047,中臺科技大學,D 日,2 二專,,,,,,,,,,,,,,,,,19 臺中市,2 技職,107,27.0,13.0,14.0,13.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,臺中市,私立
1048,亞洲大學,D 日,D 博士,,,,,,,,,,,,,,,,,06 臺中市,1 一般,107,211.0,132.0,79.0,39.0,24.0,22.0,15.0,26.0,9.0,16.0,12.0,14.0,9.0,10.0,5.0,5.0,5.0,0.0,0.0,,,臺中市,私立
1048,亞洲大學,D 日,M 碩士,,,,,,,,,,,,,,,,,06 臺中市,1 一般,107,581.0,252.0,329.0,109.0,153.0,76.0,95.0,41.0,40.0,26.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,臺中市,私立
1048,亞洲大學,N 職,M 碩士,,,,,,,,,,,,,,,,,06 臺中市,1 一般,107,401.0,190.0,211.0,120.0,140.0,61.0,60.0,6.0,7.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,臺中市,私立
1048,亞洲大學,D 日,B 學士,,,,,,,,,,,,,,,,,06 臺中市,1 一般,107,9616.0,3524.0,6092.0,825.0,1509.0,804.0,1479.0,850.0,1477.0,847.0,1490.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,137.0,,,臺中市,私立
1048,亞洲大學,P 進,B 學士,,,,,,,,,,,,,,,,,06 臺中市,1 一般,107,970.0,446.0,524.0,118.0,169.0,72.0,70.0,87.0,133.0,95.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,34.0,,,臺中市,私立
1049,開南大學,D 日,M 碩士,,,,,,,,,,,,,,,,,03 桃園市,1 一般,107,240.0,122.0,118.0,46.0,60.0,34.0,22.0,19.0,21.0,21.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,桃園市,私立
1049,開南大學,N 職,M 碩士,,,,,,,,,,,,,,,,,03 桃園市,1 一般,107,315.0,183.0,132.0,78.0,93.0,58.0,17.0,20.0,7.0,9.0,9.0,10.0,5.0,8.0,1.0,0.0,0.0,0.0,0.0,,,桃園市,私立
